Id,SalePrice
1461,142460.40369627217
1462,161691.73159823113
1463,171954.6099783493
1464,184410.9971017794
1465,186291.0791987569
1466,169772.13948871105
1467,174506.06532317927
1468,168846.03788766603
1469,183762.2149524102
1470,144857.7355709597
1471,178363.8424380732
1472,103813.60193653783
1473,102556.34405182686
1474,159475.1986960132
1475,145786.10214167516
1476,256545.82246447727
1477,210319.45284603204
1478,252438.07668172097
1479,249979.67369284574
1480,328329.12038345344
1481,248224.81450714817
1482,201849.13602459012
1483,170042.63832209253
1484,173024.080491026
1485,186505.75715718477
1486,182176.48154067
1487,244188.42727042572
1488,198733.9470820346
1489,178949.31609882246
1490,196998.08213994608
1491,181589.30269115293
1492,127012.90085047681
1493,186202.68678992533
1494,228748.24912249675
1495,227996.56424578442
1496,204618.07198036183
1497,170380.6286496048
1498,174934.87677532563
1499,168537.37332116233
1500,164050.81274664577
1501,169902.6565239522
1502,165715.2964837309
1503,220000.8282722404
1504,207875.7214875818
1505,196581.74161881884
1506,179390.58268554282
1507,201967.19463316735
1508,184698.81360071368
1509,170358.46450626705
1510,156158.52133822738
1511,156493.61442179832
1512,165282.7962774551
1513,161738.47083235963
1514,151671.1622534166
1515,186271.23029336758
1516,160929.75499627093
1517,164017.05211600792
1518,149368.18887363348
1519,186576.83816797714
1520,148665.40766495906
1521,148238.925795416
1522,170501.14077456202
1523,139695.1387593072
1524,146960.6303811305
1525,145469.77739117382
1526,138513.4439299757
1527,138042.07218842057
1528,150929.6033905266
1529,162688.6936238932
1530,181173.9055500979
1531,145014.2875213615
1532,132946.81187489827
1533,153654.02843138785
1534,148092.4577483501
1535,155927.5651977696
1536,139218.89420615684
1537,119156.2223723477
1538,153380.06005733775
1539,178559.4012938105
1540,129028.24819924592
1541,160064.1024805206
1542,154512.95450725048
1543,175012.28859489865
1544,127365.0954922268
1545,142824.26777015193
1546,158848.83293739072
1547,152689.9924836221
1548,151286.68182384176
1549,146941.97970477535
1550,154276.6945017982
1551,135338.682891417
1552,150324.9700499206
1553,151242.33281459654
1554,145200.71362548042
1555,161662.11930241314
1556,131054.93772648105
1557,133503.69670120755
1558,137515.09007598524
1559,123690.97245935426
1560,158204.5414879251
1561,135754.39028728145
1562,149995.2492924798
1563,145134.09512230157
1564,161908.5052230452
1565,158869.53049391537
1566,204590.70288977207
1567,125472.78544330575
1568,200922.18495130236
1569,147996.3103048014
1570,160046.34307488997
1571,141907.59785266733
1572,151261.7219606265
1573,196202.06747731805
1574,143500.29738586745
1575,193435.9290185743
1576,212563.54624730174
1577,181358.658375167
1578,157197.41041887127
1579,152911.52487607475
1580,186998.5707196468
1581,160723.987942573
1582,152568.66549174485
1583,228565.3339474581
1584,192564.8717887711
1585,154341.06523624746
1586,122064.31702257006
1587,138270.22049022405
1588,159011.35734783154
1589,131811.0734123445
1590,152865.2514078566
1591,132218.58857253168
1592,140654.822651719
1593,146715.35393521513
1594,154605.2319943197
1595,145067.35224232316
1596,199386.59919035208
1597,188105.13973723515
1598,199882.37085078988
1599,174503.23872033705
1600,172498.3225029293
1601,120997.93756122317
1602,143236.2707099435
1603,118734.6568875255
1604,214994.74779870303
1605,209774.2813692735
1606,171316.84562720242
1607,172018.55915827572
1608,197453.86177029647
1609,174466.46603320588
1610,158612.75885650466
1611,153139.5782283166
1612,170807.25196392532
1613,166171.4890258683
1614,148352.18728367324
1615,130901.41614484604
1616,125477.58705958372
1617,132767.05697151984
1618,154239.61025663215
1619,155647.0403645067
1620,183715.98851000305
1621,153874.47597046956
1622,155915.22769008242
1623,218454.98346510401
1624,186603.24950884352
1625,143378.44607259193
1626,168814.30193557974
1627,178448.79500288714
1628,232024.28872347064
1629,182719.57437108585
1630,252131.85414889298
1631,199055.36039614305
1632,203310.16061214564
1633,180833.30990209297
1634,177895.33797589922
1635,174596.07890620583
1636,166066.62509210722
1637,175501.37606116536
1638,177120.87673575955
1639,177787.1989595538
1640,209176.09456077765
1641,177053.74437323242
1642,210992.770576149
1643,198582.7179409967
1644,206730.13471236607
1645,180471.62206641238
1646,168620.2692294345
1647,166941.4361027631
1648,152254.6605374922
1649,156006.04461640265
1650,142035.68241243096
1651,149759.54512861645
1652,103361.7118289345
1653,105108.50167746574
1654,159615.2708707112
1655,158825.81261730395
1656,157359.6593661777
1657,160561.6326201051
1658,160899.70352074254
1659,150311.81006627105
1660,166172.37161416071
1661,297954.60951103887
1662,284795.1428225336
1663,266294.2059659155
1664,326495.93401500565
1665,237728.8715681648
1666,247455.95987849688
1667,273142.2110478858
1668,261794.35391140624
1669,243999.10675004584
1670,254357.54342818423
1671,211409.01313055743
1672,287968.9832357638
1673,232906.25128319243
1674,209056.37310277464
1675,185790.32582047026
1676,181660.41549318333
1677,192040.32704865333
1678,304836.65585724346
1679,281905.0089933013
1680,241358.83690771984
1681,211254.34119189304
1682,245453.0644347092
1683,183574.60567316186
1684,179685.8931981369
1685,175865.1207014383
1686,178113.69978879936
1687,177128.92137077186
1688,180007.2888274279
1689,183440.19803512053
1690,187639.17589448253
1691,183797.77752845272
1692,221401.1502220034
1693,183452.69876177836
1694,179299.51324937958
1695,175185.6561459262
1696,218623.5936397342
1697,178541.51959805706
1698,251045.45921412297
1699,239616.26196466427
1700,205863.21175132613
1701,216813.88489769888
1702,205235.47594371982
1703,211533.72189000517
1704,220686.62533969537
1705,211302.37840396806
1706,287684.4562681994
1707,187923.23203645204
1708,185729.7651704058
1709,215194.8987335549
1710,202867.73666509526
1711,224383.15697508428
1712,209959.26857615187
1713,219775.12116417702
1714,192511.65066436824
1715,190555.20016126425
1716,177034.06825563172
1717,178475.5332817129
1718,153411.2628853953
1719,186244.86525087716
1720,204623.2825030624
1721,166832.4388789147
1722,146776.20009299694
1723,161592.25033293245
1724,186556.84471420932
1725,206717.11657192063
1726,179312.0745651064
1727,160308.4274122272
1728,170532.7742394855
1729,172189.47523569228
1730,166108.65294993657
1731,144814.21749326837
1732,150700.27251050185
1733,141278.23811884815
1734,147421.21842309373
1735,149398.43474090798
1736,141401.49621319305
1737,226441.74042398564
1738,206857.70731630997
1739,215222.11743432895
1740,185045.96172716055
1741,177363.2781997931
1742,168519.638817374
1743,174142.44689711844
1744,223291.87290840794
1745,187386.85945855855
1746,183345.37511245394
1747,197115.6287543666
1748,197414.97306422965
1749,158536.60399708856
1750,144518.10150434266
1751,209117.15491208207
1752,145912.3441765096
1753,158423.5280262903
1754,181010.91859032263
1755,165782.70243554923
1756,149428.3239073619
1757,142379.8564265387
1758,158592.95171777302
1759,166398.06093734168
1760,165552.4740442405
1761,152978.81004453544
1762,176690.05428909388
1763,175854.94119811943
1764,142866.4113391008
1765,160226.65309752035
1766,173161.14414508102
1767,180857.2121982516
1768,153035.7568881634
1769,172575.73042428953
1770,160899.81348463387
1771,147383.84822101926
1772,149830.54043695607
1773,145833.0637151321
1774,157425.03131486138
1775,157860.93742328795
1776,147453.99603677605
1777,136577.37271452436
1778,153656.0994161183
1779,142985.03921320877
1780,173760.4420209297
1781,148995.28096810722
1782,130813.22418480754
1783,155782.66044783883
1784,137816.84690201466
1785,142842.37244065444
1786,159342.94415743602
1787,168468.84789230642
1788,115774.82836357663
1789,134798.9838207852
1790,126666.29608142722
1791,186713.17179029124
1792,159197.5349740805
1793,154331.24498719673
1794,165256.44725479058
1795,150828.56840855733
1796,154210.59698056756
1797,141563.90405118838
1798,148255.3110346575
1799,142745.9667174627
1800,150817.97109330381
1801,146709.54445959703
1802,156598.50208929917
1803,158876.512110836
1804,152982.32155722147
1805,154326.6773535814
1806,147389.97732032745
1807,151473.84850192425
1808,145365.47238493402
1809,141835.4855526899
1810,153496.62939332327
1811,128670.78343813252
1812,131331.40067641708
1813,147902.9952618989
1814,132096.81411150272
1815,114163.42533599249
1816,131366.50884854016
1817,139732.78837654786
1818,160321.364489442
1819,152825.58816440136
1820,111515.96390604618
1821,143821.9894009648
1822,163959.3614764143
1823,105348.68599898463
1824,143674.41630766544
1825,157698.8984584427
1826,139998.30578424348
1827,133043.951885646
1828,148074.02113660186
1829,146137.3648991477
1830,155118.70097008313
1831,157139.96720657212
1832,134356.3073738016
1833,151274.8577310107
1834,145446.30976957126
1835,141461.98866812582
1836,143201.09843808887
1837,129230.45766264186
1838,145614.90908407228
1839,141130.82703357958
1840,148660.6018881492
1841,149031.47718174607
1842,129635.4599080586
1843,149584.46024701706
1844,164369.77103930077
1845,154203.6890369677
1846,162703.56696310441
1847,166463.19983960898
1848,120900.67661550708
1849,138767.3578678789
1850,142600.32910931227
1851,156907.42914405267
1852,146882.94603622155
1853,145720.7919268234
1854,165969.501093372
1855,167757.6200745009
1856,194070.08288464526
1857,153608.74242367555
1858,152667.93396629053
1859,131240.2242185321
1860,156109.78418504936
1861,143425.9159936888
1862,253740.2513896558
1863,245757.81359678518
1864,245768.59376533417
1865,248986.7814726024
1866,249056.27436539344
1867,199078.21102998982
1868,220233.18749534452
1869,188809.4560914518
1870,195298.3958512128
1871,222796.51899086632
1872,174157.4871378084
1873,202444.88685643475
1874,158106.8326620534
1875,184327.18700237086
1876,182553.50002745364
1877,185185.74308979663
1878,190917.1357046498
1879,152211.8144164402
1880,151588.2151595456
1881,198961.8225863548
1882,203097.43688134092
1883,177830.715930281
1884,182969.32983154675
1885,199036.81433499354
1886,223392.52130842838
1887,189302.4616741857
1888,210194.90744069632
1889,170424.83607673895
1890,143998.1614418663
1891,153534.19526788424
1892,136147.65776303716
1893,148401.15973273927
1894,144285.2666422329
1895,153098.64773228051
1896,148625.9596585501
1897,144603.97255435435
1898,142551.05732418175
1899,161607.50527407345
1900,162781.20288204617
1901,175254.25817507436
1902,157111.39199367043
1903,209747.02387213495
1904,159779.92808614625
1905,179149.35588018072
1906,161400.50033375982
1907,180626.6752726158
1908,141084.74669266472
1909,154122.42099618973
1910,146568.2191567313
1911,193875.3753805239
1912,243872.75889208977
1913,154792.4675554651
1914,114492.21511821002
1915,248864.42757497734
1916,116574.28871655466
1917,207900.6879873078
1918,154940.06003378055
1919,168020.50913014886
1920,159423.70214431066
1921,258480.66965011135
1922,237115.70441801703
1923,198657.31852335154
1924,195604.86534618822
1925,180496.70393127843
1926,256452.79171627114
1927,150783.9199531859
1928,166693.70018873664
1929,145765.55656901034
1930,151936.05676064675
1931,155580.52075931226
1932,154255.2707684367
1933,177659.01074153522
1934,176592.81824698666
1935,170403.62364643544
1936,184235.82848358533
1937,176979.25637393884
1938,170027.37756442983
1939,222428.0621088196
1940,183290.78490249964
1941,170839.10315958413
1942,173481.09081078987
1943,201676.21416238951
1944,288030.000068915
1945,283525.2002368023
1946,164758.5344214684
1947,245338.33950788586
1948,170385.7142757393
1949,202328.84425265016
1950,179743.2982033581
1951,203471.24987014904
1952,183408.296266203
1953,168391.62910471275
1954,180904.10218712938
1955,152040.9312947184
1956,247192.3312574734
1957,161140.68189385385
1958,225623.0985623537
1959,158463.27460842044
1960,143516.86197507157
1961,149130.86417879708
1962,102829.67775769206
1963,132225.09259391553
1964,121311.91025314658
1965,160639.28667975083
1966,158466.59769864386
1967,224796.79840251763
1968,294319.85394455615
1969,273099.09102194605
1970,283377.9227815744
1971,331708.78224078176
1972,268014.25349026057
1973,235028.84988280723
1974,255705.2281926864
1975,314706.23331867874
1976,224727.61807521962
1977,259831.38350967062
1978,260698.26014858828
1979,244312.0768424502
1980,186874.0455786957
1981,246608.53560355853
1982,201615.58862523013
1983,201290.02988511382
1984,169232.25138343134
1985,195920.75759423233
1986,187522.7219976678
1987,183486.4469846395
1988,175075.78954533272
1989,182052.24246424477
1990,190564.15062250817
1991,199184.00595925716
1992,197476.17893359537
1993,176244.9829380892
1994,204695.24742776045
1995,179141.39186761781
1996,214302.05787925486
1997,247258.27599087555
1998,226229.8709225774
1999,230291.8663496034
2000,250679.0820182666
2001,221746.32802730484
2002,212550.75320624246
2003,209021.44849914522
2004,224384.06400287512
2005,205482.1391738613
2006,212424.42235608518
2007,212475.29843610775
2008,189364.15583175412
2009,183560.12491439504
2010,181245.27917126703
2011,155391.38557151315
2012,175015.31502668443
2013,176933.21872104012
2014,177291.00656471425
2015,192377.39547561842
2016,180354.23514401354
2017,183299.62984229054
2018,146438.00301192852
2019,151731.30853559385
2020,134126.00597312074
2021,140797.74620468362
2022,172929.0317250344
2023,157263.8575119988
2024,217328.40013489046
2025,262006.54699098459
2026,183186.1983677051
2027,167896.76889320213
2028,159295.5590437519
2029,165789.0371905964
2030,217015.33443459088
2031,205160.72627988027
2032,216768.51674377482
2033,214898.88470959407
2034,172178.14228274586
2035,197748.94831950217
2036,183088.6790360656
2037,186390.19250597112
2038,238920.73660036613
2039,199400.07166352647
2040,233242.0530024501
2041,214539.82918979492
2042,190572.00821734016
2043,171725.96411059774
2044,169955.85860123718
2045,192354.56175111525
2046,159933.4814266064
2047,156043.060139343
2048,158053.56187800187
2049,156090.7663190849
2050,172475.08046633657
2051,136519.265869304
2052,145591.92904673656
2053,157871.68607803603
2054,135218.24077637162
2055,159918.98072076647
2056,158177.79432588269
2057,143022.71411030315
2058,191298.5737404889
2059,151702.61975599543
2060,162285.55536263154
2061,165824.22758602738
2062,146457.28286994383
2063,146708.36251389945
2064,155319.2323876454
2065,145074.3041020263
2066,167024.41142547684
2067,146784.51725661213
2068,154459.60574606573
2069,127967.93921421393
2070,141325.06660459854
2071,135019.7769891238
2072,157597.43417454587
2073,155438.99463426878
2074,181453.63569806976
2075,160818.22973139078
2076,147515.99297969934
2077,160232.37656142435
2078,149079.65645974464
2079,155934.30344191196
2080,143549.22962732226
2081,149156.6060910095
2082,141169.50199357726
2083,162638.02094465762
2084,142008.2838520002
2085,146931.86411264117
2086,140135.06409767218
2087,147561.2724288921
2088,131199.11367344228
2089,127504.49474337115
2090,151331.7059071269
2091,137458.5106348841
2092,149579.35824336248
2093,139245.30060133495
2094,140015.8045231907
2095,159752.906854451
2096,126867.21348628677
2097,134800.01759752218
2098,159354.15743825276
2099,116436.30537676705
2100,132900.82325911502
2101,139946.84153806634
2102,150041.52877456124
2103,139200.76944934228
2104,158027.93380391324
2105,146813.5618157611
2106,124061.3764764145
2107,183103.53170488187
2108,141818.51170956707
2109,140382.24774352091
2110,142653.47450729867
2111,147377.49854652124
2112,155760.3226356479
2113,149690.57996256032
2114,145601.24475288717
2115,168631.87950070464
2116,141128.81908790275
2117,159695.2460792356
2118,150152.28541000737
2119,141562.44588497592
2120,145546.92457631504
2121,129430.9608784939
2122,142994.20602479338
2123,129356.3003997356
2124,172239.59043743534
2125,148564.0877262867
2126,164289.43839239626
2127,161608.52244649857
2128,147170.82043182975
2129,134360.46388415754
2130,152254.58481071435
2131,161934.83368616347
2132,139739.5300480324
2133,144887.8000306747
2134,149187.0271617411
2135,135216.27849172987
2136,119598.611249131
2137,137001.26052888235
2138,147397.73862745884
2139,159819.52986094117
2140,153928.62087884368
2141,170132.06040404827
2142,150582.51841980167
2143,155384.23792855156
2144,142042.2449365048
2145,152830.88579972257
2146,167348.16181420357
2147,154560.17629442323
2148,163803.1336347866
2149,160085.12450584065
2150,204526.4423255857
2151,148145.949195929
2152,157399.72076908645
2153,157185.29890187382
2154,131477.3177304393
2155,154527.31395517974
2156,201073.47170199596
2157,195466.7456646812
2158,209680.73279329104
2159,194950.31468004704
2160,176962.36664708605
2161,205544.01530730142
2162,254819.3173456461
2163,252969.605130698
2164,212297.47357597447
2165,183016.81787595636
2166,164731.06431603676
2167,194782.3529134321
2168,181197.6678143998
2169,186842.28544674793
2170,189447.91734853422
2171,160345.60493858653
2172,155804.64423544804
2173,170670.23863382713
2174,195498.0915480752
2175,224710.06863479817
2176,241248.9182454528
2177,205346.0287707392
2178,190607.26017213982
2179,154246.53705238661
2180,179653.0588141486
2181,186943.28616814798
2182,201826.7239072212
2183,186923.64823497608
2184,141420.25659247176
2185,149742.3214081757
2186,159200.75867691357
2187,164215.78165036603
2188,168900.9667405539
2189,228419.41692381492
2190,121528.37072467216
2191,123534.96653273853
2192,128237.90240958007
2193,143190.1967895769
2194,138910.87275772993
2195,136490.02185167684
2196,134846.4071737724
2197,144625.6390722628
2198,156207.31036146206
2199,176508.94769674004
2200,157254.02252975196
2201,161383.0439418445
2202,194949.58512665518
2203,156388.3360461393
2204,179118.6719593594
2205,145312.68383558374
2206,151293.16948752978
2207,197116.15554162418
2208,213529.63724587584
2209,205224.79633135436
2210,147968.3317197286
2211,141150.83076312434
2212,145276.01036591257
2213,138338.5500634799
2214,155774.8578747348
2215,136321.75051846687
2216,154035.71041108793
2217,120968.42760122116
2218,119527.72521047058
2219,121572.28537227811
2220,120292.59911917237
2221,249319.8075769678
2222,218724.059029717
2223,223926.60275347205
2224,191272.5521534051
2225,150529.06213722192
2226,167301.3505965189
2227,182886.78910403754
2228,221866.58809969533
2229,202374.73601959008
2230,160487.32866976934
2231,187057.65233530875
2232,172567.33497261244
2233,175241.28743872032
2234,206752.83760350692
2235,191508.3288513229
2236,206926.98357575684
2237,235634.1896118361
2238,185422.414521388
2239,135568.5387592125
2240,162758.76119505297
2241,152068.2717720956
2242,146599.63787585963
2243,147209.91347994868
2244,139358.21772814094
2245,111643.9636797845
2246,155190.066344782
2247,141547.28198686012
2248,150926.99131947156
2249,151373.38734254247
2250,154058.8443683323
2251,156182.1892418551
2252,174306.25108393776
2253,167268.18487534468
2254,176685.89364528406
2255,172036.06386758256
2256,174802.09793925102
2257,189787.42307129718
2258,167380.02143960277
2259,172395.99688427392
2260,157354.19480944256
2261,187778.48748030636
2262,196416.24597236485
2263,277235.70826605964
2264,317989.1256063931
2265,164029.18034094182
2266,241942.28540111973
2267,253082.5638739083
2268,292906.5168826426
2269,160819.03845824784
2270,187066.4431626926
2271,186787.51707843615
2272,184607.5313377819
2273,165435.7919300962
2274,172728.58565373364
2275,162132.68480772414
2276,185078.814722609
2277,175879.28229077713
2278,161496.2863669259
2279,151357.42744437826
2280,142974.28151186055
2281,169455.74835671246
2282,173427.01704935497
2283,136031.23400016635
2284,141207.4605151587
2285,157731.48764885878
2286,145534.05252400716
2287,266580.41269281204
2288,227093.72660530207
2289,258987.8658082249
2290,298228.3063550567
2291,254914.77032993233
2292,296029.79153728636
2293,303760.7889662657
2294,291230.5841464708
2295,312484.6057042684
2296,212662.6931675004
2297,259840.19692890195
2298,266597.51233788056
2299,262562.1984667461
2300,245095.1269967524
2301,246923.88541535835
2302,213228.97104411945
2303,209947.64913429192
2304,208357.14029748266
2305,182560.15133573522
2306,181660.19896882097
2307,187065.64519485933
2308,206889.77939650632
2309,228160.7037523308
2310,220005.92502404132
2311,190455.49857241486
2312,171273.89476931424
2313,174338.59337352193
2314,171266.50460184368
2315,175933.48804939858
2316,183876.89977131545
2317,178279.78595806414
2318,172176.75383430987
2319,176819.5042100075
2320,179950.02361098188
2321,207312.01794366303
2322,180395.67843821784
2323,182382.9584300098
2324,185291.13365505438
2325,192066.64734443947
2326,177553.18171060673
2327,188019.51076711982
2328,197000.0349751074
2329,182754.24147795292
2330,174852.13291752606
2331,249341.75999550294
2332,297760.26920877956
2333,242768.77976601222
2334,214474.9787792063
2335,227599.15664474847
2336,241270.22593747638
2337,180682.226435146
2338,209158.7965795254
2339,201564.57829862373
2340,260298.7823246058
2341,193628.14380767354
2342,202312.8436244555
2343,199229.7777134127
2344,195937.88374869732
2345,199454.69257459912
2346,198315.20390722546
2347,183915.30233832315
2348,207739.82788627472
2349,167687.33667876816
2350,237498.98335166177
2351,208483.41347598706
2352,208773.92486136686
2353,210775.81434559598
2354,154670.7980035647
2355,157548.63589736182
2356,160608.35445061
2357,180471.9847428515
2358,183322.98591506184
2359,147797.5356893343
2360,143236.31916491943
2361,156353.79442329885
2362,198764.41107137996
2363,157535.88745510072
2364,164613.37413960212
2365,196233.14767102094
2366,184175.74788753618
2367,196225.16561513097
2368,194302.1681816663
2369,193145.79000311345
2370,168267.61711404176
2371,167912.84009011026
2372,180197.29349715426
2373,222321.30190669047
2374,232063.56977309193
2375,198828.28459780212
2376,218837.22481080156
2377,234961.16962272162
2378,163156.50424716817
2379,186319.4561332258
2380,157889.8829220431
2381,160439.46106294682
2382,187551.85511892335
2383,183574.31176333255
2384,201561.19085962145
2385,167293.69623609027
2386,150345.96600254648
